name,kcal_per_100gr,fat_per_100gr,fiber_per_100gr,protein_per_100gr,carbs_per_100gr,user_id,rating,notes,tags,is_verified,image_url
"Ice Crm Cones,Sugar,Rolled-Type",402.2,3.8,1.7,7.9,84.1,,,,,TRUE,
"Infa For, A N, Si, Ali, Adva Ready, Withara",66.95,3.63,0,1.8,6.77,,,,,TRUE,
"Interstate Brands Corp,Wonder Hamburger Rolls",272.99,4.15,2.6,8.07,50.84,,,,,TRUE,
Jams,277.55,0.07,1.1,0.37,68.86,,,,,TRUE,
Kellogg'S Eggo Golden Oat Waffles,206.38,3.22,3.5,6.83,37.52,,,,,TRUE,
Kellogg'S Eggo Lowfat Blueberry Nutri - Grain Waffles,220.11,2.83,3.5,5.95,42.71,,,,,TRUE,
Kellogg'S Eggo Lowfat Homestyle Waffles,236.88,3.56,1,7.06,44.15,,,,,TRUE,
Kellogg'S Eggo Lowfat Nutri - Grain Waffles,215,3.2,3.7,6.28,40.27,,,,,TRUE,
"Kellogg,Kellogg'S Eggo,Banana Bread Waffles",279.1,9.5,2.5,6.8,41.6,,,,,TRUE,
"Kellogg,Kellogg'S Eggo,Bttrmlk Pancake",236.61,6.69,1.1,6,38.1,,,,,TRUE,
Knackwurst Knockwurst Pork Bf,306.5,27.7,0,11.1,3.2,,,,,TRUE,
Kraft Breakstone'S Free Fat Free Sour Crm,90.9,1.3,0,4.7,15.1,,,,,TRUE,
Kraft Breakstone'S Red Fat Sour Crm,152,12,0.1,4.5,6.5,,,,,TRUE,
Kraft Breyers Lt N' Lvly Lowfat Str'Bery Yogurt,107.6,0.8,0.2,3.2,21.9,,,,,TRUE,
Kraft Breyers Lt Nonfat Str'Bery Yogurt,55,0.2,0,3.4,9.9,,,,,TRUE,
Kraft Breyers Smoth&Crmy Lowfat Str'Bery Yogurt,102.9,0.9,0.3,3.8,19.9,,,,,TRUE,
Kraft Cheez Whiz Lt Past Process Chs Product,215.5,9.5,0.2,16.3,16.2,,,,,TRUE,
Kraft Cheez Whiz Past Process Chs Sau,273.8,21,0.3,12,9.2,,,,,TRUE,
Kraft Free Singles American Nonfat Past Process Chs Product,146.6,1,0.2,22.7,11.7,,,,,TRUE,
Kraft Velveeta Lt Red Fat Past Process Chs Product,221,10.6,0,19.6,11.8,,,,,TRUE,
Kraft Velveeta Past Process Chs Sprd,302.4,22,0,16.3,9.8,,,,,TRUE,
"Lamb,Dom,Cubed For Stew ,Ln,1/4""Fat,Ckd,Brld",178.29,7.33,0,28.08,0,,,,,TRUE,
"Lamb,Dom,Cubed For Stew ,Ln,1/4""Fat,Ckd,Brsd",213.96,8.8,0,33.69,0,,,,,TRUE,
"Lamb,Dom,Cubed For Stew Or Kabob ,Ln,1/4""Fat,Raw",128.36,5.28,0,20.21,0,,,,,TRUE,
"Lasagna W/ Meat & Sau,Frz",127.09,4.73,1.2,8.26,12.87,,,,,TRUE,
"Lasagna W/ Meat & Sau,Low-Fat,Frz",101.31,2.23,1.3,6.81,13.5,,,,,TRUE,
"Lasagna,Chs,Frz,Prep",129.49,5.33,1.7,6.54,13.84,,,,,TRUE,
"Lasagna,Veg,Frz,Bkd",138.56,6.04,1.9,6.87,14.18,,,,,TRUE,
"Light Ice Crm,Soft Serve,Blended W/ Cookie Pieces",169.02,5.66,0.1,3.97,25.55,,,,,TRUE,
"Lipton,Alfredo Egg Noodles In A Creamy Sau,Dry Mix",417.8,11.8,0,15.5,62.4,,,,,TRUE,
"Little Caesars 14"" Chs Pizza,Lrg Deep Dish Crust",262.9,10.22,1.3,12.63,30.1,,,,,TRUE,
"Little Caesars 14"" Chs Pizza,Thin Crust",309.23,16.99,1.6,16.23,22.85,,,,,TRUE,
"Little Caesars 14"" Original Rnd Chs Pizza,Reg Crust",265.42,9.54,1.7,13.39,31.5,,,,,TRUE,
"Little Caesars 14"" Original Rnd Meat & Veg Pizza,Reg Crust",243.03,11.35,2.1,12.12,23.1,,,,,TRUE,
"Little Caesars 14"" Original Rnd Pepperoni Pizza,Reg Crust",272.9,10.5,1.7,13.59,31.01,,,,,TRUE,
"Little Caesars 14"" Pepperoni Pizza,Lrg Deep Dish Crust",265.13,10.81,1.5,12.93,29.03,,,,,TRUE,
"Loma Linda Redi-Burger,Cnd,Unprep",148.78,3.18,4.3,21.89,8.15,,,,,TRUE,
"Loma Linda Vege-Burger,Cnd,Unprep",114.92,1.24,2.6,22.22,3.72,,,,,TRUE,
Louis Rich Turkey Bacon,249.9,20.3,0,15.1,1.7,,,,,TRUE,
Macaroni,81.74,2.46,0.5,3.38,11.52,,,,,TRUE,
Macaroni & Chs Loaf Chick Pork & Bf,228.2,14.96,0,11.76,11.63,,,,,TRUE,
"Marie Callender'S Bf Stroganoff & Noodles, Carrots, Peas,Frz",113.77,4.89,2,6.69,10.75,,,,,TRUE,
"Marie Callender'S Chick Pot Pie,Frz",235.35,14.59,1,6.83,19.18,,,,,TRUE,
"Martha White Foods,Martha White'S Chewy Fudge Brownie Mix",407.44,6.16,2.9,4.42,83.58,,,,,TRUE,
"Mayonnaise,Made",322.15,31.79,1.1,5.95,3.06,,,,,TRUE,
Mcdonald'S Bacon Ranch Salad W/ Crispy Chick,116.3,6.3,1,8.82,6.08,,,,,TRUE,
"Mcdonald'S, Cheeseburger",269.23,11.79,1.1,12.97,27.81,,,,,TRUE,
"Mcdonald'S, Flt-O-Fsh",274.99,13.47,1,10.99,27.45,,,,,TRUE,
"Mcdonald'S, Hamburger",255.81,9.29,1.3,12.36,30.69,,,,,TRUE,
"Mcdonald'S, Quarter Pounder W/ Chs",271.54,16.22,1,16.96,14.43,,,,,TRUE,
"Mcdonald'S,Appl Dippers",48.4,0,0,0,12.1,,,,,TRUE,
"Mcdonald'S,Appl Dippers W/ Lofat Caramel Sau",113.21,0.77,0,0.45,26.12,,,,,TRUE,
"Mcdonald'S,Bacon Egg & Chs Biscuit",311.77,18.77,0.9,13.45,22.26,,,,,TRUE,
"Mcdonald'S,Bacon Ranch Salad W/ Grilled Chick",83.94,3.14,1,10.28,3.64,,,,,TRUE,
"Mcdonald'S,Bacon Ranch Salad Wo/ Chick",66.12,3.64,1.5,4.14,4.2,,,,,TRUE,
"Mcdonald'S,Bacon,Egg & Chs Mcgriddles",271.59,13.19,0.8,12.03,26.19,,,,,TRUE,
"Mcdonald'S,Barbeque Sau",164.9,1.22,1.3,1.55,36.93,,,,,TRUE,
"Mcdonald'S,Big 'N Tasty",232.08,13.68,1.4,10.64,16.6,,,,,TRUE,
"Mcdonald'S,Big 'N Tasty W/ Chs",239.46,14.58,1.3,11,16.06,,,,,TRUE,
"Mcdonald'S,Big Brkfst",284.97,19.37,1.1,10.16,17.5,,,,,TRUE,
"Mcdonald'S,Big Mac",262.24,14.96,1.6,11.82,20.08,,,,,TRUE,
"Mcdonald'S,Biscuit,Lrg Size",343.77,16.01,2,6.16,43.76,,,,,TRUE,
"Mcdonald'S,Biscuit,Reg Size",343.72,16,2,6.16,43.77,,,,,TRUE,
"Mcdonald'S,Bkd Appl Pie",327.7,15.66,2,3.07,43.62,,,,,TRUE,
"Mcdonald'S,Caesar Salad W/ Crispy Chick",105.87,5.31,1.1,8.32,6.2,,,,,TRUE,
"Mcdonald'S,Caesar Salad W/ Grilled Chick",72.32,2.04,1.1,9.82,3.67,,,,,TRUE,
"Mcdonald'S,Caesar Salad Wo/ Chick",48.29,2.05,1.6,3.18,4.28,,,,,TRUE,
"Mcdonald'S,Chick Mcnuggets",291.39,18.07,0.8,14.97,17.22,,,,,TRUE,
"Mcdonald'S,Chick Selects Premium Breast Strips",302.96,18.08,0.2,17.23,17.83,,,,,TRUE,
"Mcdonald'S,Choc Thick Shake",166.83,4.51,0.2,3.69,27.87,,,,,TRUE,
"Mcdonald'S,Creamy Ranch Sau",486.67,52.03,0,1.11,3.49,,,,,TRUE,
"Mcdonald'S,Deluxe Brkfst,W/ Syrup & Margarine",285.23,15.23,1,7.56,29.48,,,,,TRUE,
"Mcdonald'S,Deluxe Warm Cinn Roll",375.84,16.24,2.5,5.62,51.8,,,,,TRUE,
"Mcdonald'S,Egg Mcmuffin",214.75,9.11,1.1,12.65,20.54,,,,,TRUE,
"Mcdonald'S,Eng Muffin",285.31,7.87,2.6,9.26,44.36,,,,,TRUE,
"Mcdonald'S,Filet-O-Fish",242.78,7.62,1,12.47,31.08,,,,,TRUE,
"Mcdonald'S,French Fr",316.4,16.12,4.2,3.81,39.02,,,,,TRUE,
"Mcdonald'S,Fruit & Walnut Salad",119.09,5.05,0,1.81,16.6,,,,,TRUE,
"Mcdonald'S,Fruit 'N Yogurt Parfait",105.5,1.3,1,2.73,20.72,,,,,TRUE,
"Mcdonald'S,Hash Browns",262.38,16.46,2.8,2.26,26.3,,,,,TRUE,
"Mcdonald'S,Honey",346.12,0,0,0.09,86.44,,,,,TRUE,
"Mcdonald'S,Hot Caramel Sundae",191.77,4.89,0,3.58,33.36,,,,,TRUE,
"Mcdonald'S,Hot Fudge Sundae",189.95,5.91,0.4,4.14,30.05,,,,,TRUE,
"Mcdonald'S,Hot Mustard Sau",192.51,7.31,5,2.6,29.08,,,,,TRUE,
"Mcdonald'S,Hotcakes",229.64,5.84,1.4,6,38.27,,,,,TRUE,
"Mcdonald'S,Hotcakes & Sausage",297.53,13.21,0.8,5.87,38.79,,,,,TRUE,
"Mcdonald'S,Lofat Caramel Sau",322.93,3.25,0,1.89,71.53,,,,,TRUE,
"Mcdonald'S,Mcchicken Sndwch",244.26,8.46,1.4,11.08,30.95,,,,,TRUE,
"Mcdonald'S,Mcdonaldland Choc Chip Cookies",492.31,22.79,2,5.56,66.24,,,,,TRUE,
"Mcdonald'S,Mcdonaldland Cookies",455.39,15.35,1.6,6.56,72.75,,,,,TRUE,
"Mcdonald'S,Mcflurry W/ M&M'S Candies",181.5,6.46,0.2,4.02,26.82,,,,,TRUE,
"Mcdonald'S,Mcflurry W/ Oreo Cookies",169.02,5.66,0.1,3.97,25.55,,,,,TRUE,
"Mcdonald'S,Newman'S Own Cobb Drsng",198.77,14.45,0.3,1.69,15.49,,,,,TRUE,
"Mcdonald'S,Newman'S Own Creamy Caesar Drsng",325.14,31.5,0.1,3.56,6.85,,,,,TRUE,
"Mcdonald'S,Newman'S Own Lofat Balsamic Vinaigrette",152.82,5.94,0.4,0.19,24.65,,,,,TRUE,
"Mcdonald'S,Newman'S Own Ranch Drsng",316.61,26.57,0.3,2.62,16.75,,,,,TRUE,
"Mcdonald'S,Pnuts",653.27,52.91,18.8,28.04,16.23,,,,,TRUE,
"Mcdonald'S,Premium Crispy Chick Classic Sndwch",228.28,8.68,1.4,12.08,25.46,,,,,TRUE,
"Mcdonald'S,Premium Crispy Chick Club Sndwch",257.8,11.76,1.2,15.38,22.61,,,,,TRUE,
"Mcdonald'S,Premium Crispy Chick Ranch Blt Sndwch",244.47,9.55,1.4,14.7,24.93,,,,,TRUE,
"Mcdonald'S,Premium Grilled Chick Classic Sndwch",184.37,4.29,1.4,14.16,22.28,,,,,TRUE,
"Mcdonald'S,Premium Grilled Chick Club Sndwch",220.69,8.05,1.2,17.19,19.87,,,,,TRUE,
"Mcdonald'S,Premium Grilled Chick Ranch Blt Sndwch",203.13,5.41,1.4,16.7,21.91,,,,,TRUE,
"Mcdonald'S,Quarter Pounder",249.03,11.55,1.6,14.1,22.17,,,,,TRUE,
"Mcdonald'S,Quarter Pounder W/ Chs",266.14,14.22,1.4,14.59,19.95,,,,,TRUE,
"Mcdonald'S,Sausage Biscuit",375.88,25.4,1.2,9.62,27.2,,,,,TRUE,
"Mcdonald'S,Sausage Biscuit W/ Egg",322.54,22.26,0.8,11.27,19.28,,,,,TRUE,
"Mcdonald'S,Sausage Burrito",268.07,15.15,1.1,11.54,21.39,,,,,TRUE,
"Mcdonald'S,Sausage Mcgriddles",318.48,17.76,1,8.41,31.25,,,,,TRUE,
"Mcdonald'S,Sausage Mcmuffin",338.26,21.06,1.4,12.66,24.52,,,,,TRUE,
"Mcdonald'S,Sausage Mcmuffin W/ Egg",279.95,17.83,0.9,12.59,17.28,,,,,TRUE,
"Mcdonald'S,Sausage Patty",422.58,39.58,0,15.19,1.4,,,,,TRUE,
"Mcdonald'S,Sausage,Egg & Chs Mcgriddles",290.81,17.73,0.6,10.77,22.04,,,,,TRUE,
"Mcdonald'S,Scrmbld Eggs",199.85,14.69,0,15.06,1.85,,,,,TRUE,
"Mcdonald'S,Side Salad",23.03,0.19,1.6,1.03,4.3,,,,,TRUE,
"Mcdonald'S,Spicy Buffalo Sau",148.45,15.45,1.5,0.54,1.81,,,,,TRUE,
"Mcdonald'S,Strawberry Sundae",160.67,3.95,0,3.19,28.09,,,,,TRUE,
"Mcdonald'S,Strawberry Thick Shake",161.07,4.43,0,3.51,26.79,,,,,TRUE,
"Mcdonald'S,Swt 'N Sour Sau",169.97,1.09,0,0.66,39.38,,,,,TRUE,
"Mcdonald'S,Tangy Honey Mustard Sau",172.45,5.77,2.7,1.32,28.81,,,,,TRUE,
"Mcdonald'S,Vanilla Red Fat Ice Crm Cone",166.14,4.86,0.1,4.24,26.36,,,,,TRUE,
"Mcdonald'S,Vanilla Thick Shake",160.19,4.43,0,3.47,26.61,,,,,TRUE,
"Mcdonald'S,Warm Cinn Roll",404.06,18.14,1.9,7.18,53.02,,,,,TRUE,
Milk & Crl Bar,412.9,10.98,0.4,6.47,72.05,,,,,TRUE,
"Milk Substitutes,Fluid W/Hydr Veg Oils",62.33,3.41,0,1.75,6.16,,,,,TRUE,
"Milk Substitutes,Fluid,W/Lauric Acid Oil",62.33,3.41,0,1.75,6.16,,,,,TRUE,
"Mission Foods,Mission Flr Tortillas,Soft Taco,8 Inch",287.2,6,0,8.7,49.6,,,,,TRUE,
"Morningstar Farms Cheddar Burger,Frz,Unprep",236.8,10.4,5,19.7,16.1,,,,,TRUE,
"Morningstar Farms Mushroom Lover'S Burger,Frz,Unprep",172.8,8.8,1.2,11.6,11.8,,,,,TRUE,
"Morningstar Farms Philly Cheesesteak Burger,Frz,Unprep",185.8,9.48,3.1,14.6,10.52,,,,,TRUE,
"Morningstar Farms Spicy Black Bean Burger,Frz,Unprep",194.5,5.7,6.8,16.1,19.7,,,,,TRUE,
"Morningstar Farms Tomato & Basil Pizza Burger,Frz,Unprep",181.1,8.3,3.7,15.5,11.1,,,,,TRUE,
"Morningstar Farms Vegan Burger Made W/ Org Soy,Frz,Unprep",138.2,2.2,5.7,18.9,10.7,,,,,TRUE,
"Morningstar Farms Veggie Cakes Ginger Teriyaki,Frz,Unprep",165.1,2.3,2.7,8.2,27.9,,,,,TRUE,
"Morningstar Farms Veggie Cakes Southwestern Style,Frz,Unprep",202.6,4.6,3.2,9.5,30.8,,,,,TRUE,
"Muffins,Blueberry,Toaster-Type",317.1,9.5,1.8,4.6,53.3,,,,,TRUE,
"Muffins,Blueberry,Toaster-Type,Tstd",337.3,10.1,1.9,4.9,56.7,,,,,TRUE,
"Muffins,Corn,Toaster-Type",354.5,11.3,1.6,5.3,57.9,,,,,TRUE,
"Muffins,Wheat Bran,Toaster-Type W/Raisins",308.8,8.8,7.7,5.2,52.2,,,,,TRUE,
"Muffins,Wheat Bran,Toaster-Type W/Raisins,Tstd",328.6,9.4,8.2,5.5,55.5,,,,,TRUE,
"Nabisco,Nabisco Nilla Pie Crust,Ready To Use",510.3,27.1,0.9,3.5,63.1,,,,,TRUE,
"Nabisco,Nabisco Oreo Crunchies,Cookie Crumb Topping",493.54,21.5,3.2,4.78,70.23,,,,,TRUE,
"Nabisco,Nabisco Snackwell'S Fat Free Devil'S Fd Cookie Cakes",326.81,1.09,1.6,5,74.25,,,,,TRUE,
"Nalley Chili Con Carne W/Bns,Cnd",108.7,3.1,5,15.6,4.6,,,,,TRUE,
"Noodles,Chinese,Cellophane Or Long Rice ,Dehyd",345.54,0.06,0.5,0.16,86.09,,,,,TRUE,
"Noodles,Chinese,Chow Mein",540.52,30.76,3.9,8.38,57.54,,,,,TRUE,
"Noodles,Egg,Ckd,Enr",137.43,2.07,1.2,4.54,25.16,,,,,TRUE,
"Noodles,Egg,Ckd,Enr,W/ Salt",137.43,2.07,1.2,4.54,25.16,,,,,TRUE,
"Noodles,Egg,Ckd,Unenr,W/ Salt",137.43,2.07,1.2,4.54,25.16,,,,,TRUE,
"Noodles,Egg,Ckd,Unenr,Wo/ Salt",137.43,2.07,1.2,4.54,25.16,,,,,TRUE,
"Noodles,Egg,Dry,Enriched",381.68,4.44,3.3,14.16,71.27,,,,,TRUE,
"Noodles,Egg,Dry,Unenr",381.68,4.44,3.3,14.16,71.27,,,,,TRUE,
"Noodles,Egg,Spinach,Ckd,Enr",131.29,1.57,2.3,5.04,24.25,,,,,TRUE,
"Noodles,Egg,Spinach,Dry,Enr",380.67,4.55,6.8,14.61,70.32,,,,,TRUE,
"Noodles,Flat,Crunchy,Chinese Restaurant",534.4,31.72,0,10.33,51.9,,,,,TRUE,
"Noodles,Japanese,Soba,Ckd",106.9,0.1,0,5.06,21.44,,,,,TRUE,
"Noodles,Japanese,Soba,Dry",362.39,0.71,0,14.38,74.62,,,,,TRUE,
"Noodles,Japanese,Somen,Ckd",127.78,0.18,0,4,27.54,,,,,TRUE,
"Noodles,Japanese,Somen,Dry",349.09,0.81,4.3,11.35,74.1,,,,,TRUE,
"Oil,Cooking & Salad,Enova,80% Diglycerides",900,100,0,0,0,,,,,TRUE,
"Oil,Corn",900,100,0,0,0,,,,,TRUE,
"Oil,Olive,Salad Or Cooking",900,100,0,0,0,,,,,TRUE,
"Oil,Pnut,Salad Or Cooking",900,100,0,0,0,,,,,TRUE,
"Oil,Sesame,Salad Or Cooking",900,100,0,0,0,,,,,TRUE,
"Oil,Soybn,Salad Or Cooking",900,100,0,0,0,,,,,TRUE,
"Oil,Soybn,Salad Or Cooking,&Cttnsd",900,100,0,0,0,,,,,TRUE,
"Oil,Veg Safflower,Salad Or Cooking,Linoleic",900,100,0,0,0,,,,,TRUE,
"Oil,Veg Safflower,Salad Or Cooking,Oleic,Over 70%",900,100,0,0,0,,,,,TRUE,
"Oil,Veg,Corn,Industrial & Rtl,Allpurp Salad Or Cooking",900,100,0,0,0,,,,,TRUE,
"Oil,Veg,Cttnsd,Salad Or Cooking",900,100,0,0,0,,,,,TRUE,
"Oil,Veg,Industrial,Canola For Salads,Woks & Lt Frying",900,100,0,0,0,,,,,TRUE,
"Old El Paso Chili W/Bns,Cnd",109.3,4.5,4.3,7.7,9.5,,,,,TRUE,
Oscar Mayer Bologna Light,201.55,14.75,0,11.5,5.7,,,,,TRUE,
Oscar Mayer Chicken Breast,108.7,1.5,0,19.85,3.95,,,,,TRUE,
Oscar Mayer Ham,104.2,3.52,0,16.3,1.83,,,,,TRUE,
Oscar Mayer Ham & Cheese Loaf,234.2,18.2,0,13.85,3.75,,,,,TRUE,
Oscar Mayer Smokies,296.65,26.65,0,12.25,1.95,,,,,TRUE,
Oscar Mayer Wieners,325.9,30.1,0,11.1,2.65,,,,,TRUE,
"Oscar Mayer,Liver Chs,Pork Fat Wrapped",308.8,26.4,0,15.2,2.6,,,,,TRUE,
"Oscar Mayer,Wieners",73,0.6,0,12.6,4.3,,,,,TRUE,
Oscar Mayer. Bologna,313.2,28.4,0,11.8,2.6,,,,,TRUE,
Oven-Roasted Chick Breast Roll,134.37,7.65,0,14.59,1.79,,,,,TRUE,
"Pancakes Plain, Frozen, Ready-To-Heat",225.01,5.17,2.4,5.33,39.29,,,,,TRUE,
"Pancakes,Blueberry,Prep From Recipe",223.2,9.2,0,6.1,29,,,,,TRUE,
"Pancakes,Bttrmlk,Prep From Recipe",225.7,9.3,0,6.8,28.7,,,,,TRUE,
"Pancakes,Buckwheat,Dry Mix,Incomplete",353.1,2.7,8.5,10.9,71.3,,,,,TRUE,
"Pancakes,Pln,Dry Mix,Complete",369.7,4.9,2.7,10.1,71.3,,,,,TRUE,
"Pancakes,Pln,Dry Mix,Complete,Prep",190.1,2.5,1.3,5.2,36.7,,,,,TRUE,
"Pancakes,Pln,Dry Mix,Incomplete",349.7,1.7,5.4,10,73.6,,,,,TRUE,
"Pancakes,Pln,Dry Mix,Incomplete,Prep",216.1,7.7,1.9,7.8,28.9,,,,,TRUE,
"Pancakes,Pln,Frz,Rth,Microwave",239.41,4.73,2.5,5.88,43.33,,,,,TRUE,
"Pancakes,Pln,Prep From Recipe",226.1,9.7,0,6.4,28.3,,,,,TRUE,
"Pancakes,Spl Dietary,Dry Mix",343.8,1.4,0,8.9,73.9,,,,,TRUE,
"Pancakes,Whole-Wheat,Dry Mix,Incomplete",348.7,1.5,0,12.8,71,,,,,TRUE,
"Pancakes,Whole-Wheat,Dry Mix,Incomplete,Prep",210.1,6.5,2.8,8.5,29.4,,,,,TRUE,
"Papa John'S 14"" Chs Pizza,Original Crust",260.33,9.25,1.9,11.53,32.74,,,,,TRUE,
"Papa John'S 14"" Chs Pizza,Thin Crust",295.14,15.66,2.3,12.29,26.26,,,,,TRUE,
"Papa John'S 14"" Pepperoni Pizza,Original Crust",274.78,11.86,1.2,11.97,30.04,,,,,TRUE,
"Papa John'S 14"" The Works Pizza,Original Crust",239.73,10.21,2.5,10.27,26.69,,,,,TRUE,
"Pasta W/Meatballs In Tomato Sau,Cnd",103.16,4.08,2.7,4.32,12.29,,,,,TRUE,
"Pasta W/Sliced Franks In Tomato Sau,Cnd",103.8,4.6,0.9,3.7,11.9,,,,,TRUE,
"Pasta,Corn,Cooked",128.73,0.73,4.8,2.63,27.91,,,,,TRUE,
"Pasta,Corn,Dry",365.6,2.08,11,7.46,79.26,,,,,TRUE,
"Pasta,Fresh-Refrigerated,Pln,As Purchased",284.86,2.3,0,11.31,54.73,,,,,TRUE,
"Pasta,Fresh-Refrigerated,Pln,Ckd",129.77,1.05,0,5.15,24.93,,,,,TRUE,
"Pasta,Fresh-Refrigerated,Spinach,As Purchased",286.82,2.1,0,11.26,55.72,,,,,TRUE,
"Pasta,Fresh-Refrigerated,Spinach,Ckd",128.86,0.94,0,5.06,25.04,,,,,TRUE,
"Pasta,Homemade,Made W/Egg,Ckd",130.94,1.74,0,5.28,23.54,,,,,TRUE,
"Pasta,Homemade,Made Wo/Egg,Ckd",126.78,0.98,0,4.37,25.12,,,,,TRUE,
Pastrami Bf 98% Fat-Free,95,1.16,0,19.6,1.54,,,,,TRUE,
"Patio Bf & Bean Burrito,Mild,Frz",207.43,6.75,3.5,6.52,30.15,,,,,TRUE,
Peppered Loaf Pork Bf,144.65,6.37,0,17.3,4.53,,,,,TRUE,
"Pickle Relish,Hamburger",145.3,0.54,3.2,0.63,34.48,,,,,TRUE,
"Pickle Relish,Hot Dog",103.54,0.46,1.5,1.5,23.35,,,,,TRUE,
"Pie Crust,Cookie-Type,Choc,Ready Crust",484.02,22.42,2.7,6.08,64.48,,,,,TRUE,
"Pie Crust,Cookie-Type,Graham Cracker,Ready Crust",501.07,24.83,1.9,5.1,64.3,,,,,TRUE,
"Pie Crust,Cookie-Type,Prep Fr Recipe,Graham Cracker,Chilled",491.6,24.4,1.5,4.1,63.9,,,,,TRUE,
"Pie Crust,Cookie-Type,Prep From Recipe,Choc Wafer,Chilled",517.9,31.1,1.5,5.1,54.4,,,,,TRUE,
"Pie Crust,Cookie-Type,Prep From Recipe,Graham Cracker,Bkd",501.7,24.9,1.5,4.2,65.2,,,,,TRUE,
"Pie Crust,Cookie-Type,Prep From Recipe,Vanilla Wafer,Chilled",541.4,36.2,0.1,3.7,50.2,,,,,TRUE,
"Pie Crust,Deep Dish,Frz,Bkd,Made W/ Enr Flr",520.84,31.84,2.3,6.1,52.47,,,,,TRUE,
"Pie Crust,Deep Dish,Frz,Unbaked,Made W/ Enr Flr",467.9,28.74,1.4,5.52,46.79,,,,,TRUE,
"Pie Crust,Refr,Reg,Bkd",505.93,28.69,1.4,3.41,58.52,,,,,TRUE,
"Pie Crust,Refr,Reg,Unbaked",445.46,25.46,1.8,2.97,51.11,,,,,TRUE,
"Pie Crust,Standard-Type,Dry Mix",518.6,31.4,0,6.9,52.1,,,,,TRUE,
"Pie Crust,Standard-Type,Dry Mix,Prep,Bkd",502,30.4,1.8,6.7,50.4,,,,,TRUE,
"Pie Crust,Standard-Type,Frz,Rtb,Enr",453.75,26.07,2.5,6.16,48.62,,,,,TRUE,
"Pie Crust,Standard-Type,Frz,Rtb,Enr,Bkd",508.27,28.59,3.3,6.5,56.24,,,,,TRUE,
"Pie Crust,Standard-Type,Frz,Rtb,Unenr",454.8,29.2,0.9,3.9,44.1,,,,,TRUE,
"Pie Crust,Standard-Type,Prep From Recipe,Bkd",527,34.6,1.7,6.4,47.5,,,,,TRUE,
"Pie Crust,Standard-Type,Prep From Recipe,Unbaked",469.2,30.8,3.4,5.7,42.3,,,,,TRUE,
"Pie Fillings,Appl,Cnd",105.7,0.1,1,0.1,26.1,,,,,TRUE,
"Pie Fillings,Blueberry,Cnd",180.96,0.2,2.6,0.41,44.38,,,,,TRUE,
"Pie Fillings,Cherry,Lo Cal",52.64,0.16,1.2,0.82,11.98,,,,,TRUE,
"Pie Fillings,Cnd,Cherry",114.11,0.07,0.6,0.37,28,,,,,TRUE,
"Pie,Appl,Commly Prep,Enr Flr",242.6,11,1.6,1.9,34,,,,,TRUE,
"Pie,Appl,Commly Prep,Unenr Flr",242.6,11,1.6,1.9,34,,,,,TRUE,
"Pie,Appl,Prep From Recipe",270.5,12.5,0,2.4,37.1,,,,,TRUE,
"Pie,Banana Crm,Prep From Mix,No-Bake Type",256.1,12.9,0.6,3.4,31.6,,,,,TRUE,
"Pie,Banana Crm,Prep From Recipe",271.6,13.6,0.7,4.4,32.9,,,,,TRUE,
"Pie,Blueberry,Commly Prep",236.8,10,1,1.8,34.9,,,,,TRUE,
"Pie,Blueberry,Prep From Recipe",251.9,11.9,0,2.7,33.5,,,,,TRUE,
"Pie,Cherry,Commly Prep",266.2,11,0.8,2,39.8,,,,,TRUE,
"Pie,Cherry,Prep From Recipe",275,12.2,0,2.8,38.5,,,,,TRUE,
"Pie,Choc Creme,Commly Prep",319.4,19.4,2,2.6,33.6,,,,,TRUE,
"Pie,Choc Mousse,Prep From Mix,No-Bake Type",271,15.4,0,3.5,29.6,,,,,TRUE,
"Pie,Cocnt Creme,Commly Prep",306.6,16.6,1.3,2.1,37.2,,,,,TRUE,
"Pie,Cocnt Crm,Prep From Mix,No-Bake Type",283.6,17.6,0.5,2.8,28.5,,,,,TRUE,
"Pie,Cocnt Custard,Commly Prep",263.2,13.2,1.8,5.9,30.2,,,,,TRUE,
"Pie,Dutch Appl,Commly Prep",290.34,11.5,1.6,2.17,44.54,,,,,TRUE,
"Pie,Egg Custard,Commly Prep",209.6,11.6,1.6,5.5,20.8,,,,,TRUE,
"Pie,Fried Pies,Cherry",327.3,16.1,2.6,3,42.6,,,,,TRUE,
"Pie,Fried Pies,Fruit",327.3,16.1,2.6,3,42.6,,,,,TRUE,
"Pie,Fried Pies,Lemon",327.3,16.1,2.6,3,42.6,,,,,TRUE,
"Pie,Lemon Meringue,Commly Prep",273.1,8.7,1.2,1.5,47.2,,,,,TRUE,
"Pie,Lemon Meringue,Prep From Recipe",287.7,12.9,0,3.8,39.1,,,,,TRUE,
"Pie,Mince,Prep From Recipe",299.6,10.8,2.6,2.6,48,,,,,TRUE,
"Pie,Peach",229.2,10,0.8,1.9,32.9,,,,,TRUE,
"Pie,Pecan,Commly Prep",406.65,16.69,2.1,4.5,59.61,,,,,TRUE,
"Pie,Pecan,Prep From Recipe",428.2,22.2,0,4.9,52.2,,,,,TRUE,
"Pie,Pumpkin,Commly Prep",242.67,9.75,1.8,3.9,34.83,,,,,TRUE,
"Pie,Pumpkin,Prep From Recipe",207.3,9.3,0,4.5,26.4,,,,,TRUE,
